(1, 1.378499237735819, 0.28806314918690334)
(2, 1.9151573365820413, 0.6034855713782747)
(3, 2.318928637755112, 1.3958984066879423)
(4, 2.4053689344757383, 3.6746817383614365)
(5, 2.691443634257376, 3.7219895991415606)
(6, 3.599974588969685, 7.0574949454833575)
(7, 4.2949182798605205, 17.970246675757338)
(8, 5.310804843533685, 7.197741873234505)
(9, 5.91902100033058, 8.435369544957249)
(10, 6.1561882291894525, 4.869330792134827)
(11, 6.407793112040085, 0.5346567093716462)
(12, 6.563319150965861, 0.2185739508363068)
(13, 7.142722800102662, 0.09879859021502355)
(14, 7.174754667757518, 0.03487812854156904)
(15, 8.60650737634162, 0.011678604113434238)
(16, 8.778640077129035, 0.0036572584127112662)
(17, 8.934524746195809, 0.001197140089879959)
(18, 9.258242773004156, 0.00022733591985196216)
(19, 9.626258029478699, 2.942022497197518e-06)
(20, 9.912684031767402, 8.986911941111162e-06)
(21, 10.275068515331569, 1.8863536582205734e-06)
(22, 12.686915808174582, 4.4527575085348465e-07)
(23, 12.920762303710001, 1.536600023158094e-08)
(24, 13.223616759526305, 6.134357619463881e-09)
(25, 13.243526624233558, 1.1564488955640582e-08)
(26, 13.404018265168714, 1.2462033958714968e-08)
(27, 13.55100646224508, 1.6415538991330987e-08)
(28, 13.683053236307037, 9.292408143930956e-09)
(29, 13.736349992665298, 3.9967697822278076e-08)
(30, 14.07705817783775, 3.19226144949917e-08)
(31, 14.208269110480762, 8.364088451445657e-08)
(32, 14.826380650958562, 1.2355944939581721e-07)
(33, 14.94365284536678, 5.5865158563997836e-08)
(34, 15.967345788251961, 7.635992901191145e-08)
(35, 16.165627733448666, 2.0734662890678267e-09)
(36, 16.380315295907163, 5.077823910017665e-09)
(37, 16.69878018188822, 1.8277836784437274e-09)
(38, 16.708549341010364, 2.436516007100717e-09)
(39, 17.392573091874244, 4.704211101958033e-09)
(40, 18.603508579322593, 4.38764340890194e-09)
(41, 18.606736566668683, 8.292873287091414e-09)
(42, 18.959100258997356, 1.9386175900091402e-09)
(43, 19.22044605841225, 2.4093219188383576e-09)
(44, 19.445533374665267, 9.034313268975389e-10)
(45, 21.485848268776618, 2.869726165912265e-09)
(46, 22.285971623237824, 1.5431611492424556e-09)
(47, 23.236895427277517, 7.373254616331143e-09)
(48, 23.521923900565167, 4.17638384374209e-09)
(49, 23.645672380070508, 7.199402619767654e-09)
(50, 23.699775849868804, 6.3851142303157416e-09)
(51, 23.86321426535396, 4.213765189523852e-09)
(52, 24.071076225255677, 4.880499507635595e-10)
(53, 24.557521858342927, 4.541646769612142e-10)
(54, 25.681370679237975, 2.6616546132457095e-10)
(55, 26.248961555166893, 3.2744316512620087e-10)
(56, 26.351971014217185, 1.8613224973834769e-09)
(57, 26.401685422617234, 3.840592503439671e-10)
(58, 26.498961145521324, 9.531482928321229e-10)
(59, 26.59868944511587, 3.5188981791071417e-10)
(60, 27.936216564298576, 4.231915480024785e-11)
(61, 29.688168307555827, 8.915206124150588e-11)
(62, 29.932660402625608, 3.3418062468456147e-10)
(63, 30.27909468184783, 8.780924203492643e-10)
(64, 30.28357226713639, 3.0206485329480393e-10)
(65, 30.406130960007403, 1.624159915056367e-10)
(66, 30.682735722435517, 7.931128508184582e-13)
(67, 30.834495778027456, 2.98445413693531e-12)
(68, 31.23921246625204, 9.891345510098745e-13)
(69, 31.606345252715546, 4.196836883901987e-14)
(70, 31.66395678284479, 5.4908154772448465e-14)
(71, 32.82036684239383, 7.056495781608154e-14)
(72, 33.058446717465216, 7.032231710004231e-14)
(73, 33.32027164374557, 1.4709165902518893e-14)
(74, 35.81887972577969, 1.752016399854658e-15)
(75, 36.23804167407782, 7.521427081035353e-16)
(76, 36.36070965118034, 9.812381580484763e-16)
(77, 36.61566428235017, 2.844235121434874e-16)
(78, 36.9725613896628, 9.55127517577473e-17)
(79, 37.71580737383403, 3.918813992691119e-17)
(80, 38.766749886954976, 3.196013298121483e-18)
(81, 38.989700428941106, 4.195520679388534e-18)
(82, 39.27929576046353, 4.85816525826485e-19)
(83, 39.69137231070903, 4.1666190174047387e-19)
(84, 40.13303802076464, 5.944724821771298e-20)
(85, 40.29677334842376, 3.3816179990416e-21)
(86, 40.39514000407938, 1.3333798034861029e-22)
(87, 40.707971916559465, 2.672756236646462e-23)
(88, 41.09449124898848, 2.1311501358653077e-24)
(89, 41.264098876550364, 1.0115752816386069e-23)
(90, 41.380560178174385, 7.409942656205126e-24)
(91, 41.77901444493738, 1.1020319363811917e-23)
(92, 42.13039380373005, 5.8542810945792666e-24)
(93, 42.2004415558127, 6.64364672550978e-24)
(94, 43.04706893310351, 9.094323400630228e-24)
(95, 44.68018496660092, 5.08794156608337e-24)
(96, 45.29229022939673, 8.153727140370708e-24)
(97, 45.46904667462022, 1.5404130094103825e-24)
(98, 45.51796853129484, 1.1024739483489196e-24)
(99, 45.72139297923772, 1.8190784849567833e-25)
(100, 45.78292213202471, 5.655995088044516e-25)
(101, 45.95989857557207, 1.883047402081411e-26)
(102, 46.224368878958686, 5.392288423072941e-26)
(103, 46.768915032871256, 2.0640306506365668e-26)
(104, 46.91861697380271, 4.423536717139047e-26)
